fullname,part_of
Nycticeius aenobarbus,Vespertilionidae
Lasiurus salinae,Vespertilionidae
Lasiurus varius,Vespertilionidae
Lasiurus insularis,Vespertilionidae
Lasiurus ebenus,Vespertilionidae
Lasiurus degelidus,Vespertilionidae
Lasiurus pfeifferi,Vespertilionidae
Lasiurus atratus,Vespertilionidae
Eptesicus nilssonii,Vespertilionidae
Eptesicus matroka,Vespertilionidae
Eptesicus japonensis,Vespertilionidae
Eptesicus gobiensis,Vespertilionidae
Eptesicus dimissus,Vespertilionidae
Eptesicus chiriquinus,Vespertilionidae
Arielulus torquatus,Vespertilionidae
Arielulus societatis,Vespertilionidae
Eptesicus andinus,Vespertilionidae
Arielulus cuprosus,Vespertilionidae
Arielulus circumdatus,Vespertilionidae
Arielulus aureocollaris,Vespertilionidae
Tadarida latouchei,Molossidae
Tadarida kuboriensis,Molossidae
Tadarida insignis,Molossidae
Sauromys petrophilus,Molossidae
Platymops setiger,Molossidae
Otomops madagascariensis,Molossidae
Otomops johnstonei,Molossidae
Mops leucostigma,Molossidae
Mormopterus loriae,Molossidae
Molossus rufus,Molossidae
Molossus currentium,Molossidae
Molossus coibensis,Molossidae
Molossus barnesi,Molossidae
Molossus aztecus,Molossidae
Eumops trumbulli,Molossidae
Cynomops planirostris,Molossidae
Eumops patagonicus,Molossidae
Cynomops paranus,Molossidae
Cynomops mexicanus,Molossidae
Cynomops greenhalli,Molossidae
Cynomops abrasus,Molossidae
Cheiromeles parvidens,Molossidae
Chaerephon tomensis,Molossidae
Chaerephon solomonis,Molossidae
Chaerephon shortridgei,Molossidae
Chaerephon russatus,Molossidae
Chaerephon pumilus,Molossidae
Chaerephon plicatus,Molossidae
Chaerephon leucogaster,Molossidae
Chaerephon bregullae,Molossidae
Chaerephon bivittatus,Molossidae
Nyctiellus lepidus,Natalidae
Natalus primus,Natalidae
Natalus jamaicensis,Natalidae
Natalus major,Natalidae
Chilonatalus tumidifrons,Natalidae
Chilonatalus micropus,Natalidae
Thyroptera lavali,Thyropteridae
Pteronotus pristinus,Mormoopidae
Mormoops magna,Mormoopidae
Vampyressa thyone,Phyllostomidae
Enchisthenes hartii,Phyllostomidae
Sturnira oporaphilum,Phyllostomidae
Sturnira mistratensis,Phyllostomidae
Carollia sowelli,Phyllostomidae
Trinycteris nicefori,Phyllostomidae
Tonatia saurophila,Phyllostomidae
Neonycteris pusilla,Phyllostomidae
Mimon koepckeae,Phyllostomidae
Micronycteris sanborni,Phyllostomidae
Mimon cozumelae,Phyllostomidae
Micronycteris microtis,Phyllostomidae
Micronycteris matses,Phyllostomidae
Micronycteris brosseti,Phyllostomidae
Lophostoma schulzi,Phyllostomidae
Lophostoma silvicolum,Phyllostomidae
Lophostoma carrikeri,Phyllostomidae
Lophostoma evotis,Phyllostomidae
Lophostoma brasiliense,Phyllostomidae
Lonchorhina inusitata,Phyllostomidae
Glyphonycteris sylvestris,Phyllostomidae
Glyphonycteris daviesi,Phyllostomidae
Glyphonycteris behnii,Phyllostomidae
Anoura luismanueli,Phyllostomidae
Phyllonycteris major,Phyllostomidae
Lampronycteris brachyotis,Phyllostomidae
Nycteris parisii,Nycteridae
Nycteris vinsoni,Nycteridae
Nycteris madagascariensis,Nycteridae
Nycteris aurita,Nycteridae
Peropteryx trinitatis,Emballonuridae
Centronycteris centralis,Emballonuridae
Taphozous troughtoni,Emballonuridae
Emballonura serii,Emballonuridae
Rhinopoma macinnesi,Rhinopomatidae
Taphozous achates,Emballonuridae
Rhinopoma hardwickii,Rhinopomatidae
Triaenops rufus,Hipposideridae
Hipposideros vittatus,Hipposideridae
Saccopteryx antioquensis,Emballonuridae
Hipposideros thomensis,Hipposideridae
Hipposideros sumbae,Hipposideridae
Hipposideros sorenseni,Hipposideridae
Hipposideros scutinares,Hipposideridae
Hipposideros rotalis,Hipposideridae
Hipposideros pelingensis,Hipposideridae
Hipposideros orbiculus,Hipposideridae
Hipposideros madurae,Hipposideridae
Hipposideros hypophyllus,Hipposideridae
Hipposideros inornatus,Hipposideridae
Hipposideros grandis,Hipposideridae
Hipposideros gigas,Hipposideridae
Hipposideros edwardshilli,Hipposideridae
Hipposideros demissus,Hipposideridae
Hipposideros durgadasi,Hipposideridae
Coelops frithii,Hipposideridae
Rhinolophus ziama,Rhinolophidae
Rhinolophus siamensis,Rhinolophidae
Rhinolophus sinicus,Rhinolophidae
Rhinolophus shortridgei,Rhinolophidae
Rhinolophus ruwenzorii,Rhinolophidae
Rhinolophus sakejiensis,Rhinolophidae
Rhinolophus montanus,Rhinolophidae
Rhinolophus maendeleo,Rhinolophidae
Rhinolophus madurensis,Rhinolophidae
Rhinolophus hildebrandtii,Rhinolophidae
Rhinolophus formosae,Rhinolophidae
Rhinolophus convexus,Rhinolophidae
Rousettus linduensis,Pteropodidae
Rousettus leschenaultii,Pteropodidae
Pteropus yapensis,Pteropodidae
Rousettus bidens,Pteropodidae
Pteropus ualanus,Pteropodidae
Pteropus temminckii,Pteropodidae
Pteropus rennelli,Pteropodidae
Pteropus pelewensis,Pteropodidae
Pteropus loochoensis,Pteropodidae
Pteropus keyensis,Pteropodidae
Pteropus intermedius,Pteropodidae
Pteropus cognatus,Pteropodidae
Pteropus gilliardorum,Pteropodidae
Pteropus capistratus,Pteropodidae
Pteropus aruensis,Pteropodidae
Pteralopex taki,Pteropodidae
Plerotes anchietae,Pteropodidae
Paranyctimene tenax,Pteropodidae
Notopteris neocaledonica,Pteropodidae
Nyctimene keasti,Pteropodidae
Melonycteris fardoulisi,Pteropodidae
Nanonycteris veldkampii,Pteropodidae
Lissonycteris angolensis,Pteropodidae
Epomops dobsonii,Pteropodidae
Epomophorus minor,Pteropodidae
Epomophorus crypturus,Pteropodidae
Eonycteris robusta,Pteropodidae
Dobsonia peronii,Pteropodidae
Dyacopterus brooksi,Pteropodidae
Dobsonia magna,Pteropodidae
Dobsonia anderseni,Pteropodidae
Dobsonia crenulata,Pteropodidae
Cynopterus luzoniensis,Pteropodidae
Cynopterus minutus,Pteropodidae
Cynopterus horsfieldii,Pteropodidae
Aethalops aequalis,Pteropodidae
Trachypithecus shortridgei,Cercopithecidae
Trachypithecus poliocephalus,Cercopithecidae
Chlorocebus cynosuros,Cercopithecidae
Trachypithecus laotum,Cercopithecidae
Propithecus deckenii,Indriidae
Chiropotes israelita,Pitheciidae
Gorilla beringei,Hominidae
Brachyteles hypoxanthus,Atelidae
Symphalangus syndactylus,Hylobatidae
Nomascus gabriellae,Hylobatidae
Nomascus siki,Hylobatidae
Pongo abelii,Hominidae
Nomascus annamensis,Hylobatidae
Nomascus nasutus,Hylobatidae
Nomascus leucogenys,Hylobatidae
Nomascus hainanus,Hylobatidae
Nomascus concolor,Hylobatidae
Hylobates albibarbis,Hylobatidae
Hoolock leuconedys,Hylobatidae
Hoolock hoolock,Hylobatidae
Trachypithecus hatinhensis,Cercopithecidae
Trachypithecus delacouri,Cercopithecidae
Trachypithecus leucocephalus,Cercopithecidae
Trachypithecus ebenus,Cercopithecidae
Trachypithecus barbei,Cercopithecidae
Trachypithecus germaini,Cercopithecidae
Trachypithecus selangorensis,Cercopithecidae
Semnopithecus hypoleucos,Cercopithecidae
Semnopithecus johnii,Cercopithecidae
Semnopithecus priam,Cercopithecidae
Semnopithecus vetulus,Cercopithecidae
Semnopithecus hector,Cercopithecidae
Semnopithecus schistaceus,Cercopithecidae
Semnopithecus ajax,Cercopithecidae
Rhinopithecus strykeri,Cercopithecidae
Simias concolor,Cercopithecidae
Rhinopithecus brelichi,Cercopithecidae
Rhinopithecus bieti,Cercopithecidae
Rhinopithecus avunculus,Cercopithecidae
Rhinopithecus roxellana,Cercopithecidae
Presbytis natunae,Cercopithecidae
Presbytis siamensis,Cercopithecidae
Presbytis chrysomelas,Cercopithecidae
Piliocolobus parmentieri,Cercopithecidae
Piliocolobus tholloni,Cercopithecidae
Piliocolobus oustaleti,Cercopithecidae
Piliocolobus foai,Cercopithecidae
Piliocolobus langi,Cercopithecidae
Piliocolobus semlikiensis,Cercopithecidae
Piliocolobus rufomitratus,Cercopithecidae
Piliocolobus preussi,Cercopithecidae
Piliocolobus epieni,Cercopithecidae
Piliocolobus bouvieri,Cercopithecidae
Piliocolobus pennantii,Cercopithecidae
Piliocolobus gordonorum,Cercopithecidae
Piliocolobus waldronae,Cercopithecidae
Piliocolobus badius,Cercopithecidae
Colobus vellerosus,Cercopithecidae
Piliocolobus kirkii,Cercopithecidae
Cercopithecus lomamiensis,Cercopithecidae
Cercopithecus denti,Cercopithecidae
Cercopithecus roloway,Cercopithecidae
Cercopithecus lowei,Cercopithecidae
Allochrocebus solatus,Cercopithecidae
Allochrocebus preussi,Cercopithecidae
Chlorocebus djamdjamensis,Cercopithecidae
Chlorocebus sabaeus,Cercopithecidae
Miopithecus ogouensis,Cercopithecidae
Chlorocebus tantalus,Cercopithecidae
Papio papio,Cercopithecidae
Chlorocebus pygerythrus,Cercopithecidae
Papio cynocephalus,Cercopithecidae
Papio anubis,Cercopithecidae
Papio ursinus,Cercopithecidae
Rungwecebus kipunji,Cercopithecidae
Lophocebus aterrimus,Cercopithecidae
Cercocebus atys,Cercopithecidae
Cercocebus sanjei,Cercopithecidae
Macaca munzala,Cercopithecidae
Macaca leonina,Cercopithecidae
Macaca siberu,Cercopithecidae
Macaca pagensis,Cercopithecidae
Macaca nigrescens,Cercopithecidae
Macaca hecki,Cercopithecidae
Lagothrix lagothricha,Atelidae
Alouatta ululata,Atelidae
Ateles hybridus,Atelidae
Alouatta guariba,Atelidae
Alouatta nigerrima,Atelidae
Alouatta discolor,Atelidae
Alouatta macconnelli,Atelidae
Alouatta arctoidea,Atelidae
Chiropotes utahickae,Pitheciidae
Chiropotes chiropotes,Pitheciidae
Aotus jorgehernandezi,Aotidae
Aotus azarae,Aotidae
Aotus zonalis,Aotidae
Aotus griseimembra,Aotidae
Cebus aequatorialis,Cebidae
Cebus malitiosus,Cebidae
Cebus leucocephalus,Cebidae
Cebus cesarae,Cebidae
Cebus versicolor,Cebidae
Cebus imitator,Cebidae
Cebus kaapori,Cebidae
Cebus brunneus,Cebidae
Cebus unicolor,Cebidae
Cebus cuscinus,Cebidae
Cebus yuracus,Cebidae
Sapajus macrocephalus,Cebidae
Sapajus flavius,Cebidae
Sapajus xanthosternos,Cebidae
Sapajus robustus,Cebidae
Sapajus apella,Cebidae
Sapajus cay,Cebidae
Sapajus nigritus,Cebidae
Saimiri macrodon,Cebidae
Saimiri cassiquiarensis,Cebidae
Sapajus libidinosus,Cebidae
Saguinus martinsi,Callitrichidae
Saguinus niger,Callitrichidae
Mico humeralifer,Callitrichidae
Mico saterei,Callitrichidae
Mico mauesi,Callitrichidae
Mico acariensis,Callitrichidae
Mico nigriceps,Callitrichidae
Mico marcai,Callitrichidae
Mico rondoni,Callitrichidae
Mico intermedius,Callitrichidae
Mico melanurus,Callitrichidae
Mico emiliae,Callitrichidae
Mico leucippe,Callitrichidae
Mico argentatus,Callitrichidae
Tarsius wallacei,Tarsiidae
Tarsius tumpara,Tarsiidae
Tarsius lariang,Tarsiidae
Tarsius sangirensis,Tarsiidae
Tarsius pelengensis,Tarsiidae
Cebuella pygmaea,Callitrichidae
Tarsius dentatus,Tarsiidae
Tarsius fuscus,Tarsiidae
Tarsius tarsier,Tarsiidae
Cephalopachus bancanus,Tarsiidae
Nycticebus borneanus,Lorisidae
Nycticebus kayan,Lorisidae
Carlito syrichta,Tarsiidae
Nycticebus bancanus,Lorisidae
Nycticebus javanicus,Lorisidae
Loris lydekkerianus,Lorisidae
Nycticebus menagensis,Lorisidae
Nycticebus bengalensis,Lorisidae
Sciurocheirus makandensis,Galagidae
Sciurocheirus gabonensis,Galagidae
Sciurocheirus alleni,Galagidae
Galagoides thomasi,Galagidae
Propithecus perrieri,Indriidae
Propithecus edwardsi,Indriidae
Avahi unicolor,Indriidae
Propithecus coronatus,Indriidae
Propithecus coquereli,Indriidae
Propithecus candidus,Indriidae
Avahi cleesei,Indriidae
Avahi occidentalis,Indriidae
Avahi ramanantsoavani,Indriidae
Avahi meridionalis,Indriidae
Avahi betsileo,Indriidae
Avahi peyrierasi,Indriidae
Avahi mooreorum,Indriidae
Varecia rubra,Lemuridae
Eulemur flavifrons,Lemuridae
Eulemur collaris,Lemuridae
Eulemur cinereiceps,Lemuridae
Eulemur sanfordi,Lemuridae
Eulemur albifrons,Lemuridae
Eulemur rufus,Lemuridae
Eulemur rufifrons,Lemuridae
Hapalemur alaotrensis,Lemuridae
Prolemur simus,Lemuridae
Lepilemur petteri,Lepilemuridae
Hapalemur occidentalis,Lemuridae
Hapalemur meridionalis,Lemuridae
Lepilemur randrianasoloi,Lepilemuridae
Lepilemur ahmansonorum,Lepilemuridae
Lepilemur hubbardi,Lepilemuridae
Lepilemur otto,Lepilemuridae
Lepilemur aeeclis,Lepilemuridae
Lepilemur grewcockorum,Lepilemuridae
Lepilemur sahamalazensis,Lepilemuridae
Lepilemur mittermeieri,Lepilemuridae
Lepilemur tymerlachsoni,Lepilemuridae
Lepilemur milanoii,Lepilemuridae
Lepilemur scottorum,Lepilemuridae
Lepilemur seali,Lepilemuridae
Lepilemur hollandorum,Lepilemuridae
Lepilemur fleuretae,Lepilemuridae
Lepilemur wrightae,Lepilemuridae
Lepilemur jamesorum,Lepilemuridae
Lepilemur betsileo,Lepilemuridae
Phaner electromontis,Cheirogaleidae
Phaner pallescens,Cheirogaleidae
Phaner parienti,Cheirogaleidae
Cheirogaleus lavasoensis,Cheirogaleidae
Cheirogaleus minusculus,Cheirogaleidae
Cheirogaleus sibreei,Cheirogaleidae
Mirza zaza,Cheirogaleidae
Mirza coquereli,Cheirogaleidae
Microcebus tanosi,Cheirogaleidae
Microcebus mittermeieri,Cheirogaleidae
Microcebus marohita,Cheirogaleidae
Microcebus macarthurii,Cheirogaleidae
Microcebus simmonsi,Cheirogaleidae
Microcebus lehilahytsara,Cheirogaleidae
Microcebus gerpi,Cheirogaleidae
Microcebus jollyae,Cheirogaleidae
Microcebus arnholdi,Cheirogaleidae
Microcebus mamiratra,Cheirogaleidae
Microcebus tavaratra,Cheirogaleidae
Microcebus sambiranensis,Cheirogaleidae
Microcebus margotmarshae,Cheirogaleidae
Microcebus danfossi,Cheirogaleidae
Microcebus bongolavensis,Cheirogaleidae
Microcebus ravelobensis,Cheirogaleidae
Microcebus myoxinus,Cheirogaleidae
Microcebus griseorufus,Cheirogaleidae
Microcebus berthae,Cheirogaleidae
Antechinus arktos,Dasyuridae
Inia araguaiaensis,Iniidae
Leopardus guttulus,Felidae
Tapirus kabomani,Tapiridae
Antechinus mysticus,Dasyuridae
Antechinus argentus,Dasyuridae
Biswamoyopterus laoensis,Sciuridae
Neofelis diardi,Felidae
Urocitellus washingtoni,Sciuridae
Urocitellus undulatus,Sciuridae
Urocitellus richardsonii,Sciuridae
Urocitellus parryii,Sciuridae
Petaurista caniceps,Sciuridae
Urocitellus townsendii,Sciuridae
Urocitellus mollis,Sciuridae
Urocitellus elegans,Sciuridae
Urocitellus canus,Sciuridae
Urocitellus beldingi,Sciuridae
Urocitellus brunneus,Sciuridae
Urocitellus armatus,Sciuridae
Urocitellus columbianus,Sciuridae
Xerospermophilus tereticaudus,Sciuridae
Xerospermophilus spilosoma,Sciuridae
Callospermophilus madrensis,Sciuridae
Ictidomys tridecemlineatus,Sciuridae
Otospermophilus variegatus,Sciuridae
Xerospermophilus mohavensis,Sciuridae
Spermophilus taurensis,Sciuridae
Callospermophilus saturatus,Sciuridae
Callospermophilus lateralis,Sciuridae
Poliocitellus franklinii,Sciuridae
Otospermophilus beecheyi,Sciuridae
Ictidomys mexicanus,Sciuridae
Otospermophilus atricapillus,Sciuridae
Notocitellus annulatus,Sciuridae
Notocitellus adocetus,Sciuridae
Spermophilus ralli,Sciuridae
Ictidomys parvidens,Sciuridae
Spermophilus pallidicauda,Sciuridae
Spermophilus brevicauda,Sciuridae
Tamiops rodolphii,Sciuridae
Tamiops mcclellandii,Sciuridae
Prosciurillus rosenbergii,Sciuridae
Petinomys mindanensis,Sciuridae
Dremomys gularis,Sciuridae
Eoglaucomys fimbriatus,Sciuridae
Hylopetes platyurus,Sciuridae
Tapirella bairdii,Tapiridae
Acrocodia indica,Tapiridae
Equus hartmannae,Equidae
Ceratotherium cottoni,Rhinocerotidae
Bassaricyon medius,Procyonidae
Equus ferus,Equidae
Bassaricyon neblina,Procyonidae
Equus africanus,Equidae
Chaetodipus dalquesti,Heteromyidae
Heteromys oasicus,Heteromyidae
Chaetodipus rudinoris,Heteromyidae
Heteromys teleus,Heteromyidae
Cratogeomys fumosus,Geomyidae
Cratogeomys merriami,Geomyidae
Cratogeomys goldmani,Geomyidae
Cratogeomys castanops,Geomyidae
Cratogeomys perotensis,Geomyidae
Cephalophus brookei,Bovidae
Naemorhedus griseus,Bovidae
Capricornis thar,Bovidae
Capricornis sumatraensis,Bovidae
Oryx beisa,Bovidae
Capricornis swinhoei,Bovidae
Xerospermophilus perotensis,Sciuridae
Sus verrucosus,Suidae
Axis kuhlii,Cervidae
Madoqua saltiana,Bovidae
Philantomba maxwellii,Bovidae
Hippopotamus laloumena,Hippopotamidae
Capricornis rubidus,Bovidae
Cratogeomys fulvescens,Geomyidae
Capricornis milneedwardsii,Bovidae
Philantomba monticola,Bovidae
Vicugna pacos,Camelidae
Nanger soemmerringii,Bovidae
Capricornis crispus,Bovidae
Nanger granti,Bovidae
Pseudoryx nghetinhensis,Bovidae
Nanger dama,Bovidae
Gazella erlangeri,Bovidae
Saiga borealis,Bovidae
Eudorcas thomsonii,Bovidae
Eudorcas rufina,Bovidae
Eudorcas rufifrons,Bovidae
Damaliscus superstes,Bovidae
Perognathus alticolus,Heteromyidae
Damaliscus korrigum,Bovidae
Alcelaphus lichtensteinii,Bovidae
Beatragus hunteri,Bovidae
Alcelaphus caama,Bovidae
Rusa timorensis,Cervidae
Rusa unicolor,Cervidae
Rusa alfredi,Cervidae
Rucervus duvaucelii,Cervidae
Rucervus schomburgki,Cervidae
Muntiacus vuquangensis,Cervidae
Muntiacus truongsonensis,Cervidae
Rucervus eldii,Cervidae
Muntiacus rooseveltorum,Cervidae
Muntiacus putaoensis,Cervidae
Muntiacus puhoatensis,Cervidae
Mazama temama,Cervidae
Mazama gouazoubira,Cervidae
Mazama pandora,Cervidae
Mazama bororo,Cervidae
Moschus leucogaster,Moschidae
Moschus cupreus,Moschidae
Moschus anhuiensis,Moschidae
Tragulus williamsoni,Tragulidae
Tragulus versicolor,Tragulidae
Tragulus nigricans,Tragulidae
Tragulus kanchil,Tragulidae
Alces americanus,Cervidae
Sus oliveri,Suidae
Sus ahoenobarbus,Suidae
Babyrousa togeanensis,Suidae
Babyrousa bolabatuensis,Suidae
Babyrousa celebensis,Suidae
Sphiggurus insidiosus,Erethizontidae
Mesocapromys melanurus,Capromyidae
Phyllomys blainvilii,Echimyidae
Chinchilla lanigera,Chinchillidae
Capromys gundlachianus,Capromyidae
Trinomys yonenagae,Echimyidae
Trinomys setosus,Echimyidae
Trinomys myosuros,Echimyidae
Trinomys paratus,Echimyidae
Trinomys moojeni,Echimyidae
Trinomys mirapitanga,Echimyidae
Trinomys iheringi,Echimyidae
Trinomys gratiosus,Echimyidae
Trinomys eliasi,Echimyidae
Trinomys dimidiatus,Echimyidae
Trinomys albispinus,Echimyidae
Thrichomys pachyurus,Echimyidae
Thrichomys inermis,Echimyidae
Proechimys pattoni,Echimyidae
Proechimys roberti,Echimyidae
Proechimys guyannensis,Echimyidae
Proechimys kulinae,Echimyidae
Proechimys gardneri,Echimyidae
Proechimys echinothrix,Echimyidae
Mesomys occultus,Echimyidae
Phyllomys unicolor,Echimyidae
Phyllomys thomasi,Echimyidae
Phyllomys pattoni,Echimyidae
Phyllomys nigrispinus,Echimyidae
Phyllomys mantiqueirensis,Echimyidae
Phyllomys medius,Echimyidae
Phyllomys lundi,Echimyidae
Phyllomys lamarum,Echimyidae
Phyllomys kerri,Echimyidae
Phyllomys dasythrix,Echimyidae
Phyllomys brasiliensis,Echimyidae
Makalata rhipidura,Echimyidae
Makalata occasius,Echimyidae
Makalata obscura,Echimyidae
Makalata macrura,Echimyidae
Makalata grandis,Echimyidae
Isothrix sinnamariensis,Echimyidae
Makalata didelphoides,Echimyidae
Callistomys pictus,Echimyidae
Isothrix negrensis,Echimyidae
Cuscomys oblativa,Abrocomidae
Cuscomys ashaninka,Abrocomidae
Abrocoma vaccarum,Abrocomidae
Abrocoma uspallata,Abrocomidae
Abrocoma shistacea,Abrocomidae
Abrocoma famatina,Abrocomidae
Abrocoma budini,Abrocomidae
Salinoctomys loschalchalerosorum,Octodontidae
Octodon pacificus,Octodontidae
Pipanacoctomys aureus,Octodontidae
Aconaemys porteri,Octodontidae
Ctenomys yolandae,Ctenomyidae
Ctenomys viperinus,Ctenomyidae
Ctenomys tulduco,Ctenomyidae
Ctenomys sylvanus,Ctenomyidae
Ctenomys scagliai,Ctenomyidae
Ctenomys roigi,Ctenomyidae
Ctenomys rionegrensis,Ctenomyidae
Ctenomys pilarensis,Ctenomyidae
Ctenomys perrensi,Ctenomyidae
Ctenomys pundti,Ctenomyidae
Ctenomys osvaldoreigi,Ctenomyidae
Ctenomys johannis,Ctenomyidae
Ctenomys lami,Ctenomyidae
Ctenomys juris,Ctenomyidae
Ctenomys goodfellowi,Ctenomyidae
Ctenomys fodax,Ctenomyidae
Ctenomys fochi,Ctenomyidae
Ctenomys flamarioni,Ctenomyidae
Ctenomys famosus,Ctenomyidae
Ctenomys coyhaiquensis,Ctenomyidae
Ctenomys dorbignyi,Ctenomyidae
Ctenomys coludo,Ctenomyidae
Ctenomys budini,Ctenomyidae
Cuniculus taczanowskii,Cuniculidae
Ctenomys bergi,Ctenomyidae
Cuniculus paca,Cuniculidae
Kerodon acrobata,Caviidae
Myoprocta pratti,Dasyproctidae
Hydrochoerus isthmius,Caviidae
Cavia intermedia,Caviidae
Lagostomus crassus,Chinchillidae
Chinchilla chinchilla,Chinchillidae
Hydrochoerus hydrochaeris,Caviidae
Sphiggurus roosmalenorum,Erethizontidae
Sphiggurus melanurus,Erethizontidae
Sphiggurus pruinosus,Erethizontidae
Coendou nycthemera,Erethizontidae
Cryptomys darlingi,Bathyergidae
Cryptomys kafuensis,Bathyergidae
Cryptomys anselli,Bathyergidae
Sphiggurus ichillus,Erethizontidae
Cryptomys amatus,Bathyergidae
Mesoplodon hotaula,Hyperoodontidae
Sotalia guianensis,Delphinidae
Sylvilagus varynaensis,Leporidae
Sylvilagus cognatus,Leporidae
Manis crassicaudata,Manidae
Orcaella heinsohni,Delphinidae
Lepus tibetanus,Leporidae
Lepus microtis,Leporidae
Viverricula indica,Viverridae
Balaenoptera omurai,Balaenopteridae
Ochotona turuchanensis,Ochotonidae
Ochotona nigritia,Ochotonidae
Ochotona argentata,Ochotonidae
Lepus habessinicus,Leporidae
Galeopterus variegatus,Cynocephalidae
Manis culionensis,Manidae
Bradypus pygmaeus,Bradypodidae
Tupaia moellendorffi,Tupaiidae
Ictonyx libycus,Mustelidae
Calyptophractus retusus,Dasypodidae
Aonyx cinereus,Mustelidae
Spilogale angustifrons,Mephitidae
Mustela subpalmata,Mustelidae
